OSEBuildingID,DataYear,PrimaryPropertyType,Address,City,State,ZipCode,TaxParcelIdentificationNumber,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUIWN(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),DefaultData,ComplianceStatus,Outlier,GHGEmissionsIntensity,PredictedEnergyStar
50099,2019,Multifamily Housing,1600 2ND AVE,Seattle,WA,98101.0,7683890010,DOWNTOWN,47.61067,-122.33957,2015.0,,39.0,559958,127958.0,432000.0,,Multifamily Housing,390743.0,Parking,151254.0,,,84.0,41.9,91.2,16359506.0,0.0,10539197.0,5820309.0,,Compliant,,0.9,0
50149,2019,Multifamily Housing,4435 35TH AVE SW,Seattle,WA,,952004280,SOUTHWEST,47.56349,-122.37639,2016.0,,6.0,195221,51761.0,143460.0,,Multifamily Housing,167770.0,Parking,41042.0,,,94.0,,,6440287.0,0.0,3564346.0,2875940.0,,Compliant,,1.2,0
50150,2019,Hotel,201 5TH AVE N,Seattle,WA,,1991200090,LAKE UNION,47.62009,-122.34799,2016.0,,8.0,142805,28069.0,114736.0,,Hotel,115050.0,Parking,28069.0,,,93.0,64.0,121.3,7378079.0,0.0,3557228.0,3820851.0,,Compliant,,2.0,0
50152,2019,Multifamily Housing,4039 8TH AVE NE,Seattle,WA,,4092301970,NORTHEAST,47.65673,-122.3201,2016.0,,4.0,22694,0.0,22694.0,,Multifamily Housing,22694.0,,,,,100.0,26.2,53.4,594898.0,0.0,336391.0,258507.0,,Compliant,,0.7,0
50153,2019,Multifamily Housing,6450 24TH AVE NW,Seattle,WA,98107.0,2767600230,BALLARD,47.67562,-122.38728,2016.0,,5.0,139342,38069.0,101273.0,,Multifamily Housing,84970.0,Parking,38069.0,,,92.0,47.2,88.5,3990870.0,0.0,1887537.0,2103333.0,,Compliant,,1.2,0
50154,2019,Multifamily Housing,2013 3RD AVE,Seattle,WA,98121.0,1977201121,DOWNTOWN,47.61251,-122.34166,2016.0,,7.0,41706,1645.0,40061.0,,Multifamily Housing,41706.0,,,,,73.257,51.7,125.2,2141989.0,0.0,1680601.0,461388.0,,Compliant,,0.9,1
50155,2019,Multifamily Housing,151 12TH AVE,Seattle,WA,98122.0,2197600625,EAST,47.60282,-122.31709,2016.0,,5.0,25020,0.0,25020.0,,Multifamily Housing,25091.0,,,,,99.0,52.4,123.8,1297775.0,0.0,972483.0,325292.0,,Compliant,,0.9,0
50156,2019,Multifamily Housing,2820 EASTLAKE AVE E,Seattle,WA,98102.0,195970-1395,LAKE UNION,47.64614,-122.32498,2016.0,,5.0,30669,0.0,30669.0,,Multifamily Housing,30669.0,,,,,88.0,71.0,160.9,2169861.0,0.0,1509789.0,660072.0,,Compliant,,1.4,0
50157,2019,Multifamily Housing,3220 CALIFORNIA AVE SW,Seattle,WA,,3016300025,SOUTHWEST,47.57489,-122.38642,2017.0,,5.0,161999,0.0,161999.0,,Multifamily Housing,120328.0,Parking,15620.0,,,93.0,40.9,82.6,4892176.0,0.0,2746067.0,2146110.0,,Compliant,,0.8,0
50158,2019,Multifamily Housing,600 E PIKE ST,Seattle,WA,98122.0,880490-0390,EAST,47.61445,-122.32418,2016.0,,7.0,310892,92880.0,218012.0,,Multifamily Housing,217503.0,,,,,97.0,28.2,64.8,6150384.0,0.0,4391616.0,1758769.0,,Compliant,,0.6,0
50159,2019,Multifamily Housing,101 NW 85TH ST,Seattle,WA,,291920-0060,NORTHWEST,47.69034,-122.35842,2016.0,,5.0,133881,34838.0,99043.0,,Multifamily Housing,88542.0,Parking,33673.0,Retail Store,9044.0,99.0,35.5,73.1,3490198.0,0.0,2024083.0,1466115.0,,Compliant,,0.9,0
50160,2019,Office,2021 7TH AVE,Seattle,WA,,0659000775,DOWNTOWN,47.61523,-122.33835,2016.0,,37.0,1496961,420000.0,1076961.0,,Office,1023298.0,Parking,448625.0,Convention Center,59672.0,94.0,49.0,122.6,55394340.0,0.0,45906959.0,9487392.0,,Compliant,,0.7,0
50163,2019,Multifamily Housing,1315 E JEFFERSON ST,Seattle,WA,,2908700020,CENTRAL,47.60594,-122.31477,2016.0,,4.0,29549,4993.0,24556.0,,Multifamily Housing,20996.0,,,,,51.697,47.5,132.9,995126.0,0.0,995126.0,0.0,,Compliant,,0.2,1
50164,2019,Multifamily Housing,430  8TH AVE N,Seattle,WA,,1988201605,LAKE UNION,47.62304,-122.34078,2016.0,,8.0,245889,0.0,245889.0,,Multifamily Housing,202911.0,Parking,56998.0,Restaurant,14345.0,100.0,29.2,58.8,6586001.0,0.0,3481100.0,3104900.0,,Compliant,,0.8,0
50165,2019,Multifamily Housing,2203 E UNION ST,Seattle,WA,,722850-0255,CENTRAL,47.61272,-122.30288,2016.0,,6.0,104598,30288.0,74310.0,,Multifamily Housing,60132.0,Parking,0.0,,,86.0,44.4,95.1,2661153.0,0.0,1667601.0,993552.0,,Compliant,,0.8,0
50166,2019,Office,1621 N 34TH ST,Seattle,WA,,4083306985,LAKE UNION,47.6479,-122.33814,2016.0,,4.0,338989,118087.0,220902.0,,Office,205727.0,Parking,117684.0,Restaurant,2839.0,77.0,67.5,176.8,14170846.0,0.0,12707523.0,1463324.0,,Compliant,,0.7,0
50167,2019,Senior Care Community,2418 NW 56TH ST,Seattle,WA,98107.0,2767700075,BALLARD,47.66969,-122.38853,2016.0,,7.0,115947,19452.0,96495.0,,Senior Care Community,105778.0,,,,,39.0,49.8,100.0,5238786.0,0.0,2882132.0,2356653.0,,Compliant,,1.5,0
50169,2019,Multifamily Housing,4710 11TH AVE NE,Seattle,WA,,674670-1100,NORTHEAST,47.66348,-122.31611,2016.0,,6.0,31988,0.0,31988.0,,Multifamily Housing,28701.0,Parking,1702.0,Restaurant,1516.0,99.0,26.7,74.6,794053.0,0.0,794053.0,0.0,,Compliant,,0.2,0
50170,2019,Medical Office,10521 MERIDIAN AVE N,Seattle,WA,,302604-9147,NORTHWEST,47.70598,-122.33486,2016.0,,2.0,44745,0.0,44745.0,,Medical Office,44667.0,Parking,0.0,,,79.0,39.3,110.0,1754486.0,0.0,1754486.0,0.0,,Compliant,,0.2,0
50171,2019,Multifamily Housing,1823 18TH AVE,Seattle,WA,,808090-0055,SHARED: CENTRAL &amp; EAST,47.61833,-122.30916,2016.0,,4.0,30106,0.0,30106.0,,Multifamily Housing,22299.0,,,,,88.0,29.4,82.3,655384.0,0.0,655384.0,0.0,,Compliant,,0.1,0
50172,2019,Multifamily Housing,80   S MAIN ST,Seattle,WA,,524780-0100,DOWNTOWN,47.60024,-122.33508,2016.0,,7.0,38717,1136.0,37581.0,,Multifamily Housing,37581.0,Parking,1136.0,,,95.0,31.8,82.8,1198166.0,0.0,1068628.0,129538.0,,Compliant,,0.4,0
50173,2019,Multifamily Housing,4433 42ND AVE SW,Seattle,WA,,095200-6080,SOUTHWEST,47.56373,-122.38575,2016.0,,4.0,69511,0.0,69511.0,,Multifamily Housing,55965.0,Parking,15977.0,,,99.0,30.2,64.6,1689144.0,0.0,1056727.0,632417.0,,Compliant,,0.6,0
50174,2019,Multifamily Housing,1760 NW 56TH ST,Seattle,WA,,276770-0500,BALLARD,47.66976,-122.38153,2016.0,,6.0,88028,0.0,88028.0,,Multifamily Housing,88028.0,,,,,93.0,35.4,77.8,3114080.0,0.0,2046305.0,1067776.0,,Compliant,,0.8,0
50175,2019,Multifamily Housing,800 NE 67TH ST,Seattle,WA,98115.0,9528102640,NORTHEAST,47.67744,-122.31988,2016.0,,6.0,273568,0.0,273568.0,,Multifamily Housing,241451.0,Parking,64813.0,,,100.0,26.4,52.4,6317460.0,0.0,3410583.0,2906878.0,,Compliant,,0.6,0
50176,2019,Multifamily Housing,4302 7TH AVE NE,Seattle,WA,,409230-0425,NORTHEAST,47.65973,-122.32043,2016.0,,4.0,25688,0.0,25688.0,,Multifamily Housing,19769.0,Parking,2000.0,,,100.0,35.7,73.8,703827.0,0.0,409840.0,293987.0,,Not Compliant,,0.7,0
50177,2019,Multifamily Housing,4740 32ND AVE S,Seattle,WA,98118.0,222404-9089,SOUTHEAST,47.55992,-122.29117,2016.0,,4.0,281300,0.0,281300.0,,Multifamily Housing,253555.0,Parking,34594.0,,,92.0,29.0,64.4,7293182.0,0.0,4885626.0,2407557.0,,Compliant,,0.6,0
50178,2019,Multifamily Housing,2407 E UNION ST,Seattle,WA,,721740-0530,CENTRAL,47.61269,-122.30098,2016.0,,5.0,44192,0.0,44192.0,,Multifamily Housing,26253.0,Parking,0.0,,,7.0,55.5,151.1,1448456.0,0.0,1383354.0,65101.0,,Compliant,,0.3,0
50179,2019,Senior Care Community,2900 3RD AVE W,Seattle,WA,98119.0,2425039002,MAGNOLIA / QUEEN ANNE,47.64626,-122.3603,2016.0,,3.0,139061,0.0,139061.0,,Senior Care Community,145000.0,Parking,6000.0,Swimming Pool,0.0,59.0,43.6,89.6,6325250.0,0.0,3644337.0,2680913.0,,Compliant,,1.2,0
50180,2019,Multifamily Housing,1670 S ROBERTO MAESTAS FEST ST,Seattle,WA,98144.0,681788-0000,GREATER DUWAMISH,47.57974,-122.31103,2016.0,,6.0,185611,0.0,185611.0,,Multifamily Housing,110888.0,Retail Store,24479.0,Parking,10917.0,97.0,35.6,66.5,4776762.0,0.0,2256813.0,2519949.0,,Compliant,,0.8,0
50181,2019,Multifamily Housing,2020 S JACKSON ST,Seattle,WA,,331950-0985,CENTRAL,47.59944,-122.30495,2016.0,,7.0,50726,0.0,50726.0,,Multifamily Housing,50726.0,,,,,79.0,32.3,90.5,1618218.0,0.0,1618218.0,0.0,,Compliant,,0.2,0
50182,2019,Multifamily Housing,4737 ROOSEVELT WAY NE,Seattle,WA,,533520-0040,NORTHEAST,47.6642,-122.31776,2016.0,,6.0,44294,0.0,44294.0,,Multifamily Housing,39431.0,Parking,4863.0,,,100.0,31.4,68.5,1231455.0,0.0,801572.0,429884.0,,Not Compliant,,0.6,0
50184,2019,Multifamily Housing,1321 SENECA ST,Seattle,WA,,197820-0940,EAST,47.61181,-122.32319,2016.0,,24.0,224326,0.0,224326.0,,Multifamily Housing,154525.0,,,,,67.0,48.0,97.4,7447006.0,0.0,4149896.0,3297110.0,,Compliant,,0.9,0
50185,2019,Multifamily Housing,3801 STONE WAY N,Seattle,WA,,226150-0086,LAKE UNION,47.6531,-122.34317,2016.0,,5.0,426320,81534.0,344786.0,,Multifamily Housing,183343.0,Parking,92856.0,Strip Mall,7483.0,99.0,41.5,83.2,7844562.0,0.0,4280968.0,3563592.0,,Compliant,,0.6,0
50186,2019,Office,200 OCCIDENTAL AVE S,Seattle,WA,98104.0,524780-0614,DOWNTOWN,47.60039,-122.33247,2016.0,,8.0,213803,24987.0,188816.0,,Office,217888.0,,,,,95.0,28.6,80.2,6241604.0,0.0,6241606.0,0.0,,Compliant,,0.2,0
50187,2019,Multifamily Housing,4400 SW ALASKA ST,Seattle,WA,,338990-0380,SOUTHWEST,47.56127,-122.38861,2017.0,,5.0,29317,1893.0,27424.0,,Multifamily Housing,28317.0,Parking,1893.0,,,97.838,27.3,60.8,766752.0,0.0,515215.0,251537.0,,Compliant,,0.6,1
50188,2019,Office,2400 3RD AVE,Seattle,WA,98121.0,0656000470,DOWNTOWN,47.61582,-122.34615,2016.0,,4.0,95576,24184.0,71392.0,,Office,58236.0,Parking,22582.0,Adult Education,24850.0,73.0,45.9,128.5,2691242.0,0.0,2691242.0,0.0,,Compliant,,0.2,0
50189,2019,Multifamily Housing,5621 22ND AVE NW,Seattle,WA,98107.0,276770-0160,BALLARD,47.66974,-122.38513,2016.0,,6.0,178578,55751.0,122827.0,,Multifamily Housing,141919.0,Parking,58900.0,Office,21855.0,99.0,25.5,59.2,4638614.0,0.0,3387170.0,1251444.0,,Compliant,,0.7,0
50190,2019,Multifamily Housing,1701 DEXTER AVE N,Seattle,WA,,8807900270,MAGNOLIA / QUEEN ANNE,47.63411,-122.34261,2016.0,,6.0,60500,0.0,60500.0,,Multifamily Housing,46500.0,,,,,,,,,0.0,0.0,0.0,,Not Compliant,,0.0,0
50191,2019,Multifamily Housing,531 QUEEN ANNE AVE N,Seattle,WA,,230165-0000,MAGNOLIA / QUEEN ANNE,47.62422,-122.35709,2016.0,,3.0,75494,34486.0,41008.0,,Multifamily Housing,29193.0,Retail Store,16235.0,,,63.727,37.9,106.1,1721833.0,0.0,1721833.0,0.0,,Compliant,,0.3,1
50192,2019,Office,1007  STEWART ST,Seattle,WA,,0660001605,DOWNTOWN,47.61632,-122.33304,2016.0,,21.0,489821,128246.0,361575.0,,Office,373458.0,Parking,110813.0,,,92.0,48.7,132.9,18160468.0,0.0,17456335.0,704132.0,,Compliant,,0.4,0
50193,2019,Retail Store,4645  26TH AVE NE,Seattle,WA,,0925049436,NORTHEAST,47.66306,-122.3002,2016.0,,4.0,47406,0.0,47406.0,,Retail Store,45000.0,,,,,3.0,78.8,220.7,3547635.0,0.0,3547634.0,0.0,,Compliant,,0.5,0
50194,2019,Office,5304  BALLARD AVE NW,Seattle,WA,,276770-3010,BALLARD,47.66673,-122.38309,2016.0,,4.0,37100,0.0,37100.0,,Office,34350.0,,,,,89.0,37.3,89.5,1280801.0,0.0,987518.0,293283.0,,Compliant,,0.6,0
50195,2019,,1550 W ARMORY WAY,Seattle,WA,,2771600911,MAGNOLIA / QUEEN ANNE,47.63849,-122.37695,2016.0,,1.0,25065,0.0,25065.0,,,,,,,,,,,,0.0,0.0,0.0,,Not Compliant,,0.0,0
50196,2019,Other - Recreation,10510 5th Ave NE,Seattle,WA,,2926049431,NORTH,47.70562,-122.32319,2005.0,,1.0,20616,0.0,20616.0,,Other - Recreation,20616.0,,,,,66.75,38.4,107.4,790874.0,0.0,790874.0,0.0,,Compliant,,0.2,1
50212,2019,Other - Recreation,1400 E Galer St,Seattle,WA,,2925049087,EAST,47.63191,-122.31523,1912.0,,1.0,23445,0.0,23445.0,,Other - Recreation,23445.0,,,,,,461.3,583.6,10473407.0,0.0,1301533.0,9171874.0,,Compliant,,21.1,0
50219,2019,Other - Recreation,2323 E CHERRY ST,Seattle,WA,98122.0,7544800245,CENTRAL,47.60775,-122.30225,1994.0,,1.0,20050,0.0,20050.0,,Other - Recreation,20050.0,,,,,27.332,154.8,233.9,3044662.0,0.0,817676.0,2226986.0,,Compliant,,6.2,1
50237,2019,Office,450 3RD AVE W,Seattle,WA,98119.0,1989200680,MAGNOLIA / QUEEN ANNE,47.62267,-122.3604,2016.0,,6.0,240700,59244.0,181456.0,,Office,184147.0,Parking,66779.0,,,89.0,48.1,134.8,8863877.0,0.0,8863878.0,0.0,,Compliant,,0.3,0
50239,2019,Multifamily Housing,50 UNIVERSITY ST,Seattle,WA,98101.0,7666202450,DOWNTOWN,47.60649,-122.33995,2016.0,,17.0,200152,39141.0,161011.0,,Multifamily Housing,161011.0,Parking,39141.0,,,99.0,23.5,63.0,3789216.0,0.0,3527445.0,261772.0,,Compliant,,0.2,0
50240,2019,Office,1812 BOREN AVE,Seattle,WA,98101.0,8647700000,DOWNTOWN,47.61698,-122.33195,2017.0,,11.0,305542,0.0,305542.0,,Office,305542.0,Parking,113154.0,,,97.0,31.8,87.6,9735198.0,0.0,9460640.0,274558.0,,Compliant,,0.2,0
50241,2019,Office,300 BOREN AVE N,Seattle,WA,98109.0,8692000000,LAKE UNION,47.62107,-122.33553,2017.0,,12.0,1261155,458227.0,802928.0,,Office,784146.0,Parking,425351.0,Restaurant,27317.0,96.0,42.9,112.5,34943368.0,0.0,31429259.0,3514108.0,,Compliant,,0.5,0
50242,2019,Multifamily Housing,105 WARREN AVE N,Seattle,WA,98109.0,1989201415,MAGNOLIA / QUEEN ANNE,47.61894,-122.35447,2016.0,,6.0,91909,24294.0,67615.0,,Multifamily Housing,82149.0,Parking,24294.0,,,100.0,27.5,58.2,2257490.0,0.0,1379578.0,877912.0,,Compliant,,0.8,0
50243,2019,Multifamily Housing,12311 32ND AVE NE,Seattle,WA,98125.0,8822900585,NORTH,47.71787,-122.29446,2016.0,,7.0,183212,41514.0,141698.0,,Multifamily Housing,141698.0,Parking,41514.0,,,100.0,27.6,59.6,3872877.0,0.0,2459072.0,1413805.0,,Compliant,,0.6,0
50245,2019,Multifamily Housing,221 MINOR AVE N,Seattle,WA,98109.0,2467400050,LAKE UNION,47.62033,-122.33324,2016.0,,7.0,550889,137523.0,413366.0,,Multifamily Housing,415736.0,Parking,126609.0,Restaurant,8544.0,99.0,31.3,66.6,13266529.0,0.0,8182007.0,5084523.0,,Compliant,,0.8,0
50246,2019,Mixed Use Property,110 STEWART ST,Seattle,WA,98101.0,1977200960,DOWNTOWN,47.6107,-122.34136,2017.0,,12.0,253664,45000.0,208664.0,,Hotel,96801.0,Multifamily Housing,91478.0,Parking,54194.0,64.0,73.1,165.0,13730794.0,0.0,9490249.0,4240546.0,,Compliant,,1.4,0
50247,2019,Multifamily Housing,1823 EASTLAKE AVE E,Seattle,WA,98102.0,3383900125,LAKE UNION,47.63569,-122.32591,2016.0,,4.0,106604,26784.0,79820.0,,Multifamily Housing,79820.0,Parking,26784.0,,,92.0,34.7,79.9,2759150.0,0.0,1970863.0,788288.0,,Compliant,,0.7,0
50248,2019,Multifamily Housing,2003 NW 57TH ST,Seattle,WA,98107.0,2767700270,BALLARD,47.66998,-122.38249,2016.0,,6.0,144820,34415.0,110405.0,,Multifamily Housing,92087.0,Parking,16524.0,,,100.0,32.3,67.0,2963862.0,0.0,1730266.0,1233596.0,,Not Compliant,,0.7,0
50249,2019,Multifamily Housing,1427 11TH AVE,Seattle,WA,98122.0,6003500075,EAST,47.61361,-122.31851,2016.0,,6.0,153742,39848.0,113894.0,,Multifamily Housing,114439.0,Parking,42717.0,,,82.0,55.9,99.2,6373902.0,0.0,2643075.0,3730827.0,,Compliant,,1.9,0
50250,2019,Multifamily Housing,6940 M L KING JR WAY S,Seattle,WA,98118.0,5461700000,SOUTHEAST,47.53963,-122.28191,2017.0,,6.0,125565,13324.0,112241.0,,Multifamily Housing,104776.0,Office,7410.0,Parking,0.0,55.0,46.6,113.4,5213654.0,0.0,4134597.0,1079057.0,,Compliant,,0.7,0
50252,2019,Self-Storage Facility,1200 S DEARBORN ST,Seattle,WA,98144.0,8170100520,DOWNTOWN,47.596,-122.31672,2016.0,,6.0,217223,15718.0,201505.0,,Self-Storage Facility,214875.0,,,,,,6.8,19.1,1467832.0,0.0,1467832.0,0.0,,Compliant,,0.0,0
50253,2019,Multifamily Housing,285 8TH AVE N,Seattle,WA,98109.0,1991201080,LAKE UNION,47.62069,-122.34138,2016.0,,7.0,187070,42803.0,144267.0,,Multifamily Housing,139220.0,Parking,42803.0,Retail Store,5047.0,100.0,23.0,45.6,3299942.0,0.0,1773428.0,1526514.0,,Compliant,,0.6,0
50254,2019,Multifamily Housing,400 S JACKSON ST,Seattle,WA,98104.0,5247801380,DOWNTOWN,47.59941,-122.32857,2017.0,,7.0,137771,36404.0,101367.0,,Multifamily Housing,83887.0,Parking,20020.0,Retail Store,12480.0,82.0,42.6,101.0,4098649.0,0.0,3100384.0,998265.0,,Compliant,,0.7,0
50257,2019,Office,7727 63rd Ave NE,Seattle,WA,98115.0,0225049062,NORTHEAST,47.68534,-122.26235,1970.0,,1.0,178196,0.0,178196.0,,Office,178196.0,,,,,92.932,8.4,15.0,1468560.0,0.0,618692.0,849868.0,,Compliant,,0.3,1
50259,2019,Multifamily Housing,4755 FAUNTLEROY WAY SW,Seattle,WA,98116.0,9379700000,SOUTHWEST,47.56015,-122.38187,2018.0,,7.0,649605,225428.0,424177.0,,Multifamily Housing,425494.0,Parking,223581.0,,,61.0,43.4,90.6,18347864.0,0.0,10945539.0,7402325.0,,Compliant,,1.1,0
50260,2019,Multifamily Housing,1535 BELLEVUE AVE,Seattle,WA,98122.0,8725600240,EAST,47.61507,-122.32715,2015.0,,9.0,263321,77859.0,185462.0,,Multifamily Housing,169201.0,Parking,155718.0,Retail Store,11043.0,98.0,47.6,86.4,8534217.0,0.0,3756349.0,4777869.0,,Compliant,,1.5,0
50261,2019,Multifamily Housing,3261 SW AVALON WAY,Seattle,WA,98126.0,9297302015,DELRIDGE NEIGHBORHOODS,47.56379,-122.37456,2014.0,,6.0,129280,29655.0,99625.0,,Multifamily Housing,123941.0,Parking,29655.0,,,99.0,21.4,48.4,2650971.0,0.0,1842618.0,808353.0,,Compliant,,0.5,0
50262,2019,Multifamily Housing,435 DEXTER AVE N,Seattle,WA,98109.0,1988201285,LAKE UNION,47.62296,-122.34341,2016.0,,7.0,320566,57551.0,263015.0,,Multifamily Housing,238158.0,Parking,71217.0,,,99.0,32.9,68.2,7883580.0,0.0,4622434.0,3261144.0,,Compliant,,0.8,0
50263,2019,Multifamily Housing,588 BELL ST,Seattle,WA,98121.0,3589000000,DOWNTOWN,47.61672,-122.34337,2015.0,,41.0,1464631,469397.0,995234.0,,Multifamily Housing,763447.0,Parking,154200.0,Retail Store,10129.0,88.0,37.8,83.6,29343206.0,0.0,19429003.0,9914205.0,,Compliant,,0.6,0
50264,2019,College/University,6000 16TH AVE SW,Seattle,WA,98106.0,6171900005,DELRIDGE NEIGHBORHOODS,47.547,-122.35307,2017.0,,3.0,57333,0.0,57333.0,,College/University,57333.0,,,,,87.582,34.1,80.6,1959453.0,0.0,1466300.0,493153.0,,Compliant,,0.6,1
50267,2019,Worship Facility,1427 S MAIN ST,Seattle,WA,98144.0,3320000165,CENTRAL,47.60043,-122.31226,1939.0,,1.0,30073,0.0,30073.0,,Worship Facility,30073.0,Parking,0.0,,,67.0,29.0,47.6,874248.0,0.0,294416.0,579832.0,,Compliant,,1.1,0
50268,2019,Multifamily Housing,301 12TH AVE,Seattle,WA,98122.0,2197600742,EAST,47.6046,-122.31715,2016.0,,7.0,69656,8477.0,61179.0,,Multifamily Housing,59547.0,Parking,8477.0,Retail Store,3812.0,100.0,19.2,38.1,1210344.0,0.0,646947.0,563397.0,,Compliant,,0.6,0
50269,2019,Multifamily Housing,1023 E ALDER ST,Seattle,WA,98122.0,2197600495,EAST,47.6042,-122.31831,2017.0,,8.0,77757,6072.0,71685.0,,Multifamily Housing,71685.0,Parking,6072.0,,,100.0,,,1642129.0,0.0,976249.0,665880.0,,Compliant,,0.6,0
50270,2019,Office,501 FAIRVIEW AVE N,Seattle,WA,98109.0,1983200560,LAKE UNION,47.62334,-122.33457,2016.0,,12.0,422272,129682.0,292590.0,,Office,292000.0,Parking,114796.0,,,97.0,41.5,112.7,12140005.0,0.0,11522215.0,617789.0,,Compliant,,0.4,0
50272,2019,Multifamily Housing,1523 E MADISON ST,Seattle,WA,98122.0,7234600220,CENTRAL,47.61469,-122.31171,2015.0,,6.0,20838,0.0,20838.0,,Multifamily Housing,16517.0,,,,,98.0,57.1,121.8,933018.0,0.0,576178.0,356840.0,,Compliant,,1.1,0
50284,2019,Multifamily Housing,1516 NW 51ST ST,Seattle,WA,98107.0,2767701650,BALLARD,47.66601,-122.37725,2015.0,,6.0,67505,9930.0,57575.0,,Multifamily Housing,46680.0,Parking,3890.0,,,71.0,41.9,116.7,1942188.0,0.0,1942188.0,0.0,,Compliant,,0.2,0
50285,2019,Multifamily Housing,2015 2ND AVE,Seattle,WA,98121.0,1977200885,DOWNTOWN,47.61171,-122.34231,2016.0,,39.0,539039,126695.0,412344.0,,Multifamily Housing,388426.0,Parking,126695.0,Retail Store,23918.0,83.0,42.6,82.0,17652514.0,0.0,8767649.0,8884862.0,,Compliant,,1.3,0
50289,2019,Multifamily Housing,715 2ND AVE,Seattle,WA,98104.0,5530500000,DOWNTOWN,47.60331,-122.33389,2000.0,,5.0,63928,0.0,63928.0,,Multifamily Housing,59761.0,Parking,12000.0,,,,,,,0.0,0.0,1402367.0,,Not Compliant,,1.2,0
50293,2019,K-12 School,7712 40TH AVE NE,Seattle,WA,98115.0,6392002220,NORTHEAST,47.68566,-122.2843,2017.0,,2.0,102948,0.0,102948.0,,K-12 School,104686.0,,,,,96.0,14.1,36.6,1473961.0,0.0,1303052.0,170909.0,,Compliant,,0.2,0
50294,2019,Office,2101 7TH AVE,Seattle,WA,98121.0,0660000220,DOWNTOWN,47.61586,-122.33937,2016.0,,37.0,1599230,521795.0,1077435.0,,Office,1089066.0,Parking,526179.0,Other - Entertainment/Public Assembly,88005.0,,,,,0.0,0.0,8597754.0,,Not Compliant,,0.4,0
50297,2019,Multifamily Housing,5000 UNIVERSITY WAY NE,Seattle,WA,98105.0,8816400435,NORTHEAST,47.66503,-122.3128,2018.0,,7.0,125070,11008.0,114062.0,,Multifamily Housing,90780.0,Retail Store,18282.0,Parking,11008.0,88.404,43.5,85.8,4692186.0,0.0,2476192.0,2215993.0,,Compliant,,1.2,1
50298,2019,Office,400 DEXTER AVE N,Seattle,WA,98109.0,1988201380,LAKE UNION,47.62231,-122.34194,2017.0,,12.0,443118,149292.0,293826.0,,Office,290117.0,Parking,160537.0,,,35.0,150.3,298.8,43795156.0,0.0,23544844.0,20250312.0,,Compliant,,4.2,0
50299,2019,Multifamily Housing,419 NE 71ST ST,Seattle,WA,98115.0,9528101790,NORTHWEST,47.67985,-122.32335,2016.0,,6.0,112302,30500.0,81802.0,,Multifamily Housing,79857.0,Parking,26450.0,,,87.0,42.8,102.4,3413905.0,0.0,2622315.0,791590.0,,Compliant,,0.7,0
50487,2019,,1518 W DRAVUS ST,Seattle,WA,98119.0,2770603065,MAGNOLIA / QUEEN ANNE,47.64864,-122.37695,2018.0,,6.0,35260,5778.0,29482.0,,,,,,,,,,,,0.0,0.0,0.0,,Not Compliant,,0.0,0
50302,2019,Multifamily Housing,601 E PIKE ST,Seattle,WA,98122.0,8804900340,EAST,47.61395,-122.32413,2016.0,,7.0,52112,9091.0,43021.0,,Multifamily Housing,52112.0,Parking,3200.0,,,100.0,25.4,56.6,1326203.0,0.0,889369.0,436834.0,,Compliant,,0.7,0
50303,2019,Multifamily Housing,2359 FRANKLIN AVE E,Seattle,WA,98102.0,2902200906,LAKE UNION,47.64159,-122.32488,2016.0,,5.0,51663,12962.0,38701.0,,Multifamily Housing,38701.0,Parking,12962.0,,,100.0,24.7,46.3,953684.0,0.0,453063.0,500621.0,,Compliant,,0.8,0
50304,2019,Multifamily Housing,1823 MINOR AVE,Seattle,WA,,0660002125,DOWNTOWN,47.61711,-122.33151,1970.0,,40.0,512983,0.0,512983.0,,Multifamily Housing,395319.0,Parking,117664.0,,,96.0,32.9,70.4,13152338.0,0.0,8182945.0,4969393.0,,Compliant,,0.6,0
50305,2019,Multifamily Housing,13730 LAKE CITY WAY NE 98125,Seattle,WA,98125.0,3834000560,NORTH,47.72943,-122.29155,1970.0,,5.0,93857,20331.0,73526.0,,Multifamily Housing,92588.0,Parking,10530.0,,,89.0,31.0,61.5,2853518.0,0.0,1530649.0,1322869.0,,Compliant,,1.1,0
50306,2019,Office,2701 EASTLAKE AVE E,Seattle,WA,,1959701250,LAKE UNION,47.64464,-122.32609,1970.0,,3.0,91551,39076.0,52475.0,,Office,53291.0,,,,,78.0,35.0,92.3,1864892.0,0.0,1691215.0,173677.0,,Compliant,,0.4,0
50307,2019,Multifamily Housing,4041 ROOSEVELT WAY NE,Seattle,WA,,1145000365,NORTHEAST,47.6566,-122.31783,1970.0,,7.0,257903,46149.0,211754.0,,Multifamily Housing,195856.0,Parking,46149.0,Retail Store,15830.0,100.0,16.0,44.3,3387113.0,0.0,3328556.0,58557.0,,Compliant,,0.1,0
